cell_line_name,drug_name,putative_target,ln_ic50,cell_line_encoded,drug_encoded
SU-DHL-16,YK-4-279,RNA helicase A,-0.861754,858,156
SU-DHL-4,YK-4-279,RNA helicase A,0.567031,859,156
SU-DHL-5,YK-4-279,RNA helicase A,-0.288011,860,156
SU-DHL-6,YK-4-279,RNA helicase A,-0.277787,861,156
SUP-HD1,YK-4-279,RNA helicase A,1.358807,867,156
SUP-M2,YK-4-279,RNA helicase A,-0.676136,868,156
TK,YK-4-279,RNA helicase A,1.255164,920,156
VAL,YK-4-279,RNA helicase A,0.229974,945,156
WIL2-NS,YK-4-279,RNA helicase A,0.80953,951,156
WSU-DLCL2,YK-4-279,RNA helicase A,-0.131042,957,156
JHOS-4,YK-4-279,RNA helicase A,0.998878,349,156
OV-7,YK-4-279,RNA helicase A,1.106338,700,156
FLO-1,YK-4-279,RNA helicase A,1.596225,220,156
OACp4C,YK-4-279,RNA helicase A,1.902769,677,156
OACM5-1,YK-4-279,RNA helicase A,1.766621,676,156
SK-GT-2,YK-4-279,RNA helicase A,0.488395,806,156
ESO51,YK-4-279,RNA helicase A,2.010955,204,156
EMC-BAC-2,YK-4-279,RNA helicase A,0.858223,193,156
TE-4,YK-4-279,RNA helicase A,1.862679,909,156
RCC-JF,YK-4-279,RNA helicase A,0.885899,746,156
RCC-ER,YK-4-279,RNA helicase A,0.26042,744,156
KMS-11,YK-4-279,RNA helicase A,0.20646,387,156
MM1S,YK-4-279,RNA helicase A,1.712215,502,156
OCI-LY7,YK-4-279,RNA helicase A,-0.092629,685,156
SNU-175,YK-4-279,RNA helicase A,1.629011,840,156
SNU-283,YK-4-279,RNA helicase A,0.729784,841,156
SNU-407,YK-4-279,RNA helicase A,1.812916,844,156
SNU-C5,YK-4-279,RNA helicase A,1.937469,852,156
DiFi,YK-4-279,RNA helicase A,1.598027,177,156
NCI-H1770,Piperlongumine,Induces reactive oxygen species,1.058099,569,113
CP50-MEL-B,Piperlongumine,Induces reactive oxygen species,1.201801,130,113
LU-134-A,Piperlongumine,Induces reactive oxygen species,0.773064,454,113
MZ7-mel,Piperlongumine,Induces reactive oxygen species,1.311777,523,113
NCI-H460,Piperlongumine,Induces reactive oxygen species,1.384801,635,113
SK-MEL-28,Piperlongumine,Induces reactive oxygen species,1.034641,814,113
RXF393,Piperlongumine,Induces reactive oxygen species,1.411556,778,113
A375,Piperlongumine,Induces reactive oxygen species,1.263317,20,113
CRO-AP2,Piperlongumine,Induces reactive oxygen species,0.289775,133,113
DJM-1,Piperlongumine,Induces reactive oxygen species,1.092552,161,113
JAR,Piperlongumine,Induces reactive oxygen species,0.790662,339,113
KASUMI-1,Piperlongumine,Induces reactive oxygen species,0.779108,372,113
MC-IXC,Piperlongumine,Induces reactive oxygen species,1.169964,464,113
MEL-HO,Piperlongumine,Induces reactive oxygen species,1.341247,480,113
MHH-CALL-4,Piperlongumine,Induces reactive oxygen species,0.964289,490,113
NCI-H2081,Piperlongumine,Induces reactive oxygen species,1.496653,589,113
NCI-H748,Piperlongumine,Induces reactive oxygen species,1.245964,655,113
SF126,Piperlongumine,Induces reactive oxygen species,1.130635,793,113
SIG-M5,Piperlongumine,Induces reactive oxygen species,0.624917,799,113
SU-DHL-1,Piperlongumine,Induces reactive oxygen species,0.933905,856,113
SUP-B8,Piperlongumine,Induces reactive oxygen species,0.266944,866,113
CHP-126,Piperlongumine,Induces reactive oxygen species,1.265259,101,113
A388,Piperlongumine,Induces reactive oxygen species,1.492694,21,113
A431,Piperlongumine,Induces reactive oxygen species,1.258866,24,113
SW954,Piperlongumine,Induces reactive oxygen species,1.059075,890,113
TE-441-T,Piperlongumine,Induces reactive oxygen species,0.337252,910,113
VMRC-MELG,Piperlongumine,Induces reactive oxygen species,1.0628,948,113
D-423MG,Piperlongumine,Induces reactive oxygen species,1.223325,152,113
NB17,Piperlongumine,Induces reactive oxygen species,1.112388,534,113
MZ2-MEL,Piperlongumine,Induces reactive oxygen species,1.080226,522,113
COLO-783,Piperlongumine,Induces reactive oxygen species,1.223977,116,113
G-MEL,Piperlongumine,Induces reactive oxygen species,1.095906,229,113
NCI-H2804,Piperlongumine,Induces reactive oxygen species,1.418927,622,113
PCI-15A,Piperlongumine,Induces reactive oxygen species,1.076635,728,113
COR-L303,Piperlongumine,Induces reactive oxygen species,0.865638,124,113
Farage,Piperlongumine,Induces reactive oxygen species,0.477571,224,113
Hs-939-T,Piperlongumine,Induces reactive oxygen species,1.545928,316,113
K2,Piperlongumine,Induces reactive oxygen species,1.526851,363,113
STS-0421,Piperlongumine,Induces reactive oxygen species,1.43286,855,113
HCC-33,Piperlongumine,Induces reactive oxygen species,0.706313,252,113
NB4,Piperlongumine,Induces reactive oxygen species,0.110958,535,113
NK-92MI,Piperlongumine,Induces reactive oxygen species,0.767094,666,113
NU-DUL-1,Piperlongumine,Induces reactive oxygen species,0.263185,672,113
OCI-LY-19,Piperlongumine,Induces reactive oxygen species,0.794317,684,113
SU-DHL-16,Piperlongumine,Induces reactive oxygen species,0.859621,858,113
OVK-18,Piperlongumine,Induces reactive oxygen species,1.146831,709,113
RCC-JF,Piperlongumine,Induces reactive oxygen species,1.105407,746,113
KMS-11,Piperlongumine,Induces reactive oxygen species,0.796457,387,113
OCI-LY7,Piperlongumine,Induces reactive oxygen species,0.258645,685,113
A673,Daporinad,NAMPT,-6.318847,27,48
ES5,Daporinad,NAMPT,-5.511398,199,48
ES7,Daporinad,NAMPT,-6.884671,201,48
EW-11,Daporinad,NAMPT,-5.704918,209,48
C-33-A,Daporinad,NAMPT,-5.521244,70,48
ME-180,Daporinad,NAMPT,-5.711873,478,48
T98G,Daporinad,NAMPT,-5.322704,899,48
ChaGo-K-1,Daporinad,NAMPT,-4.642514,145,48
Calu-3,Daporinad,NAMPT,-3.532977,141,48
LK-2,Daporinad,NAMPT,-4.973749,439,48
NCI-H1437,Daporinad,NAMPT,-2.871068,552,48
NCI-H1770,Daporinad,NAMPT,-3.290372,569,48
NCI-H2085,Daporinad,NAMPT,-4.325588,590,48
DMS-114,Daporinad,NAMPT,-6.667556,163,48
NCI-H2227,Daporinad,NAMPT,-4.975907,602,48
NCI-H526,Daporinad,NAMPT,-5.902742,642,48
NCI-H64,Daporinad,NAMPT,-6.078907,644,48
NCI-H69,Daporinad,NAMPT,-4.836705,649,48
NCI-H82,Daporinad,NAMPT,-6.729819,657,48
SK-N-FI,Daporinad,NAMPT,-4.650711,824,48
VMRC-LCD,Daporinad,NAMPT,-3.386632,947,48
LU-139,Daporinad,NAMPT,-5.3678,456,48
SBC-1,Daporinad,NAMPT,-4.941508,783,48
SK-N-SH,Daporinad,NAMPT,-5.107444,825,48
NCI-H2030,Daporinad,NAMPT,-4.345892,586,48
NCI-H1734,Daporinad,NAMPT,-4.238689,567,48
T24,Daporinad,NAMPT,-3.805403,896,48
NCI-H929,Daporinad,NAMPT,-4.958911,662,48
SK-N-AS,Daporinad,NAMPT,-4.432749,822,48
NCI-H1299,Daporinad,NAMPT,-3.354946,547,48
UM-UC-3,Daporinad,NAMPT,-4.730059,941,48
NCI-H727,Daporinad,NAMPT,-5.038285,652,48
LU-65,Daporinad,NAMPT,-3.825833,458,48
NCI-H1355,Daporinad,NAMPT,-3.988433,549,48
NCI-H1792,Daporinad,NAMPT,-3.959071,571,48
MIA-PaCa-2,Daporinad,NAMPT,-3.533336,494,48
SHP-77,Daporinad,NAMPT,-5.452795,798,48
NCI-H2009,Daporinad,NAMPT,-3.125379,583,48
NCI-H2291,Daporinad,NAMPT,-0.929833,605,48
HCC1599,Daporinad,NAMPT,-4.55806,264,48
HCC2218,Daporinad,NAMPT,-1.683716,270,48
BEN,Daporinad,NAMPT,-1.927461,51,48
BHY,Daporinad,NAMPT,-1.614607,55,48
Ca9-22,Daporinad,NAMPT,-5.681624,139,48
CPC-N,Daporinad,NAMPT,-6.175881,132,48
DMS-79,Daporinad,NAMPT,-3.143649,166,48
DSH1,Daporinad,NAMPT,-5.038393,171,48
HO-1-u-1,Daporinad,NAMPT,-3.738036,287,48
HSC-2,Daporinad,NAMPT,-4.446524,293,48
IM-9,Daporinad,NAMPT,-6.301197,330,48
IST-SL1,Daporinad,NAMPT,-5.517562,336,48
IST-SL2,Daporinad,NAMPT,-4.502465,337,48
KOSC-2,Daporinad,NAMPT,-3.35248,394,48
KP-4,Daporinad,NAMPT,-4.248091,398,48
KYSE-70,Daporinad,NAMPT,-5.132405,419,48
LB2241-RCC,Daporinad,NAMPT,-4.016879,427,48
LB2518-MEL,Daporinad,NAMPT,-2.157308,428,48
LB373-MEL-D,Daporinad,NAMPT,-1.818787,429,48
LB647-SCLC,Daporinad,NAMPT,-4.448374,430,48
LB831-BLC,Daporinad,NAMPT,-3.411943,432,48
LCLC-103H,Daporinad,NAMPT,-3.661019,437,48
LU-134-A,Daporinad,NAMPT,-4.716354,454,48
LU-165,Daporinad,NAMPT,-3.67526,457,48
MS-1,Daporinad,NAMPT,-6.731085,516,48
MZ1-PC,Daporinad,NAMPT,-1.948486,521,48
MZ7-mel,Daporinad,NAMPT,-3.126177,523,48
NCI-H510A,Daporinad,NAMPT,-5.226336,637,48
NCI-H835,Daporinad,NAMPT,-4.935565,658,48
PC-14,Daporinad,NAMPT,-3.434915,725,48
SK-MM-2,Daporinad,NAMPT,-4.285887,821,48
TE-15,Daporinad,NAMPT,-5.507361,908,48
CAPAN-1,Daporinad,NAMPT,-4.303443,92,48
DU-145,Daporinad,NAMPT,-4.413142,172,48
HCT-116,Daporinad,NAMPT,-6.030702,275,48
HCT-15,Daporinad,NAMPT,-5.886829,276,48
HT-29,Daporinad,NAMPT,-5.410458,303,48
K-562,Daporinad,NAMPT,-4.971694,362,48
NCI-H460,Daporinad,NAMPT,-2.788658,635,48
NCI-H522,Daporinad,NAMPT,-6.045242,640,48
A549,Daporinad,NAMPT,-4.443682,26,48
ACHN,Daporinad,NAMPT,-4.186132,30,48
CCRF-CEM,Daporinad,NAMPT,-6.796047,96,48
SK-MEL-2,Daporinad,NAMPT,-3.467868,812,48
Hs-578-T,Daporinad,NAMPT,-4.692851,311,48
MOLT-4,Daporinad,NAMPT,-5.606139,512,48
SK-OV-3,Daporinad,NAMPT,-4.206979,826,48
MDA-MB-231,Daporinad,NAMPT,-4.508599,469,48
SW620,Daporinad,NAMPT,-3.868716,882,48
CAKI-1,Daporinad,NAMPT,-4.069775,77,48
SR,Daporinad,NAMPT,-4.077455,853,48
OVCAR-5,Daporinad,NAMPT,-6.254711,706,48
RXF393,Daporinad,NAMPT,-3.327076,778,48
SN12C,Daporinad,NAMPT,-5.579466,834,48
TK10,Daporinad,NAMPT,-2.118642,921,48
U031,Daporinad,NAMPT,-4.895615,935,48
SNB75,Daporinad,NAMPT,-3.064871,835,48
SF539,Daporinad,NAMPT,-6.413307,796,48
SF295,Daporinad,NAMPT,-3.965262,795,48
BxPC-3,Daporinad,NAMPT,-3.056973,69,48
BONNA-12,Daporinad,NAMPT,-2.991395,61,48
BE-13,Daporinad,NAMPT,-6.195824,49,48
8305C,Daporinad,NAMPT,-4.011306,11,48
A2780,Daporinad,NAMPT,-6.546715,18,48
CRO-AP2,Daporinad,NAMPT,-5.506231,133,48
COR-L88,Daporinad,NAMPT,-3.425715,128,48
COLO-800,Daporinad,NAMPT,-3.539294,118,48
COLO-680N,Daporinad,NAMPT,-3.711556,114,48
COLO-679,Daporinad,NAMPT,-3.99666,113,48
Ca-Ski,Daporinad,NAMPT,-3.477955,138,48
CAL-72,Daporinad,NAMPT,-4.902454,88,48
CAL-62,Daporinad,NAMPT,-5.383912,87,48
DB,Daporinad,NAMPT,-6.209319,157,48
DoTc2-4510,Daporinad,NAMPT,-3.852151,178,48
EB2,Daporinad,NAMPT,-6.235016,180,48
ECC12,Daporinad,NAMPT,-5.138621,184,48
EFM-19,Daporinad,NAMPT,-4.417529,185,48
EFO-27,Daporinad,NAMPT,-4.671265,188,48
EoL-1-cell,Daporinad,NAMPT,-6.774111,218,48
GAMG,Daporinad,NAMPT,-4.812533,232,48
GCIY,Daporinad,NAMPT,-5.020845,234,48
GI-1,Daporinad,NAMPT,-4.996452,237,48
GR-ST,Daporinad,NAMPT,-6.956268,241,48
ESS-1,Daporinad,NAMPT,-5.346104,205,48
H4,Daporinad,NAMPT,-5.355865,245,48
HCC1569,Daporinad,NAMPT,-4.421796,263,48
HCC70,Daporinad,NAMPT,-3.758924,273,48
HH,Daporinad,NAMPT,-5.432401,282,48
HLE,Daporinad,NAMPT,-5.463196,284,48
HMV-II,Daporinad,NAMPT,-3.866254,285,48
HOS,Daporinad,NAMPT,-5.680492,290,48
HT-1376,Daporinad,NAMPT,-3.383561,301,48
HuTu-80,Daporinad,NAMPT,-5.308081,324,48
IPC-298,Daporinad,NAMPT,-3.678006,333,48
IST-MEL1,Daporinad,NAMPT,-3.800997,334,48
JAR,Daporinad,NAMPT,-4.125896,339,48
JEG-3,Daporinad,NAMPT,-5.002883,340,48
JVM-3,Daporinad,NAMPT,-5.618587,359,48
KALS-1,Daporinad,NAMPT,-3.047408,365,48
KARPAS-299,Daporinad,NAMPT,-3.42817,368,48
KARPAS-422,Daporinad,NAMPT,-5.726279,369,48
KASUMI-1,Daporinad,NAMPT,-3.123588,372,48
KATOIII,Daporinad,NAMPT,-4.117304,373,48
KINGS-1,Daporinad,NAMPT,-4.47271,379,48
KNS-42,Daporinad,NAMPT,-3.627525,389,48
KU812,Daporinad,NAMPT,-6.267558,404,48
KYSE-450,Daporinad,NAMPT,-5.079957,415,48
KYSE-510,Daporinad,NAMPT,-3.691559,417,48
L-540,Daporinad,NAMPT,-4.287548,423,48
LAMA-84,Daporinad,NAMPT,-6.515041,424,48
LC-2-ad,Daporinad,NAMPT,-2.201265,435,48
LOUCY,Daporinad,NAMPT,-6.807383,446,48
LoVo,Daporinad,NAMPT,-5.391203,461,48
LP-1,Daporinad,NAMPT,-4.594702,448,48
LS-123,Daporinad,NAMPT,-3.201593,450,48
LS-513,Daporinad,NAMPT,-3.872584,453,48
MC-IXC,Daporinad,NAMPT,-5.585299,464,48
MDA-MB-453,Daporinad,NAMPT,-5.350677,474,48
MDA-MB-468,Daporinad,NAMPT,-4.369221,475,48
MEL-HO,Daporinad,NAMPT,-2.52199,480,48
MEG-01,Daporinad,NAMPT,-6.293502,479,48
Mewo,Daporinad,NAMPT,-5.059805,524,48
MFE-280,Daporinad,NAMPT,-5.50612,483,48
MG-63,Daporinad,NAMPT,-6.884492,488,48
MHH-CALL-4,Daporinad,NAMPT,-5.633392,490,48
MHH-ES-1,Daporinad,NAMPT,-6.272346,491,48
MHH-NB-11,Daporinad,NAMPT,-2.118944,492,48
MKN1,Daporinad,NAMPT,-3.613854,495,48
MKN28,Daporinad,NAMPT,-4.719441,496,48
MLMA,Daporinad,NAMPT,-5.403636,501,48
MN-60,Daporinad,NAMPT,-5.872752,504,48
MOG-G-UVW,Daporinad,NAMPT,-4.898203,506,48
MONO-MAC-6,Daporinad,NAMPT,-6.387001,513,48
MPP-89,Daporinad,NAMPT,-3.272069,514,48
MRK-nu-1,Daporinad,NAMPT,-4.00486,515,48
NB69,Daporinad,NAMPT,-5.031967,538,48
NCCIT,Daporinad,NAMPT,-5.96151,542,48
NCI-H508,Daporinad,NAMPT,-2.566443,636,48
NKM-1,Daporinad,NAMPT,-4.306004,667,48
NMC-G1,Daporinad,NAMPT,-3.593026,668,48
no-11,Daporinad,NAMPT,-1.017501,967,48
no-10,Daporinad,NAMPT,-3.211066,966,48
NTERA-2-cl-D1,Daporinad,NAMPT,-4.369758,671,48
NCI-N87,Daporinad,NAMPT,-3.480205,663,48
NCI-H358,Daporinad,NAMPT,-3.347434,632,48
NCI-H1105,Daporinad,NAMPT,-1.324031,545,48
NCI-H1436,Daporinad,NAMPT,-4.370829,551,48
NCI-H28,Daporinad,NAMPT,-2.696026,620,48
NCI-H1581,Daporinad,NAMPT,-4.260062,557,48
NCI-H1703,Daporinad,NAMPT,-3.356736,566,48
NCI-H1755,Daporinad,NAMPT,-3.493567,568,48
NCI-H2081,Daporinad,NAMPT,-1.792138,589,48
NCI-H524,Daporinad,NAMPT,-5.933474,641,48
NCI-H748,Daporinad,NAMPT,-4.840652,655,48
ONS-76,Daporinad,NAMPT,-5.263186,693,48
OPM-2,Daporinad,NAMPT,-5.148714,694,48
P31-FUJ,Daporinad,NAMPT,-6.317009,715,48
OC-314,Daporinad,NAMPT,-5.294265,680,48
RCM-1,Daporinad,NAMPT,-3.902214,751,48
RKO,Daporinad,NAMPT,-4.296488,763,48
RPMI-6666,Daporinad,NAMPT,-4.850476,769,48
RT-112,Daporinad,NAMPT,-4.699127,775,48
Saos-2,Daporinad,NAMPT,-4.304585,893,48
SAS,Daporinad,NAMPT,-4.457208,781,48
SCH,Daporinad,NAMPT,-3.542246,792,48
SF126,Daporinad,NAMPT,-4.732744,793,48
SH-4,Daporinad,NAMPT,-2.95431,797,48
SJSA-1,Daporinad,NAMPT,-5.924435,803,48
SK-CO-1,Daporinad,NAMPT,-3.666076,804,48
SK-HEP-1,Daporinad,NAMPT,-5.220891,808,48
SK-LMS-1,Daporinad,NAMPT,-4.088265,809,48
SKM-1,Daporinad,NAMPT,-5.590526,830,48
SK-MEL-1,Daporinad,NAMPT,-3.394479,811,48
SK-MEL-3,Daporinad,NAMPT,-2.970464,815,48
SK-MEL-30,Daporinad,NAMPT,-2.35396,816,48
SK-UT-1,Daporinad,NAMPT,-5.90373,828,48
SNG-M,Daporinad,NAMPT,-5.295668,836,48
SNU-423,Daporinad,NAMPT,-4.440491,845,48
SNU-449,Daporinad,NAMPT,-4.587819,846,48
SU-DHL-1,Daporinad,NAMPT,-2.526517,856,48
SUP-T1,Daporinad,NAMPT,-6.448063,869,48
SW13,Daporinad,NAMPT,-4.169611,873,48
SW1116,Daporinad,NAMPT,-3.88066,871,48
SW1710,Daporinad,NAMPT,-4.210682,878,48
SW1783,Daporinad,NAMPT,-3.098309,879,48
SW872,Daporinad,NAMPT,-3.231928,888,48
SW948,Daporinad,NAMPT,-4.596617,889,48
SW982,Daporinad,NAMPT,-4.173489,892,48
T84,Daporinad,NAMPT,-3.74639,898,48
TALL-1,Daporinad,NAMPT,-4.232019,900,48
TGBC11TKB,Daporinad,NAMPT,-4.82301,915,48
U-2-OS,Daporinad,NAMPT,-4.979336,930,48
YAPC,Daporinad,NAMPT,-5.131561,959,48
YH-13,Daporinad,NAMPT,-3.520184,960,48
KURAMOCHI,Daporinad,NAMPT,-4.92876,405,48
NCI-H838,Daporinad,NAMPT,-5.002775,659,48
Ramos-2G6-4C10,Daporinad,NAMPT,-6.178296,780,48
PSN1,Daporinad,NAMPT,-4.652339,738,48
OE33,Daporinad,NAMPT,-4.030173,691,48
CW-2,Daporinad,NAMPT,-4.926433,137,48
CHP-126,Daporinad,NAMPT,-4.959012,101,48
CGTH-W-1,Daporinad,NAMPT,-6.091717,99,48
COLO-684,Daporinad,NAMPT,-5.626448,115,48
SCC-25,Daporinad,NAMPT,-2.198535,787,48
TGW,Daporinad,NAMPT,-6.19617,918,48
NY,Daporinad,NAMPT,-5.545249,675,48
A427,Daporinad,NAMPT,-4.616285,23,48
CAL-85-1,Daporinad,NAMPT,-4.587479,90,48
CHL-1,Daporinad,NAMPT,-4.9548,100,48
RL,Daporinad,NAMPT,-4.901233,764,48
NCI-H146,Daporinad,NAMPT,-5.091106,553,48
SCC-4,Daporinad,NAMPT,-4.447622,789,48
SNU-C1,Daporinad,NAMPT,-3.719796,850,48
CAPAN-2,Daporinad,NAMPT,-4.938576,93,48
BC-1,Daporinad,NAMPT,-5.203131,47,48
769-P,Daporinad,NAMPT,-3.264017,8,48
BFTC-905,Daporinad,NAMPT,-4.968077,52,48
RERF-LC-MS,Daporinad,NAMPT,-3.622822,756,48
GAK,Daporinad,NAMPT,-3.432259,231,48
A4-Fuk,Daporinad,NAMPT,-5.493059,22,48
DOK,Daporinad,NAMPT,-3.700811,169,48
COR-L279,Daporinad,NAMPT,-6.483752,123,48
OCI-AML2,Daporinad,NAMPT,-6.861951,681,48
MFM-223,Daporinad,NAMPT,-5.743569,487,48
CML-T1,Daporinad,NAMPT,-6.370466,108,48
EFO-21,Daporinad,NAMPT,-4.028427,187,48
LS-1034,Daporinad,NAMPT,-3.221828,449,48
22RV1,Daporinad,NAMPT,-3.178948,0,48
CaR-1,Daporinad,NAMPT,-3.807262,140,48
HDLM-2,Daporinad,NAMPT,-5.451301,277,48
HO-1-N-1,Daporinad,NAMPT,-3.821565,286,48
KGN,Daporinad,NAMPT,-4.007841,378,48
KNS-81-FD,Daporinad,NAMPT,-2.314118,391,48
KP-N-RT-BM-1,Daporinad,NAMPT,-5.848926,399,48
L-363,Daporinad,NAMPT,-3.75648,421,48
NCI-H250,Daporinad,NAMPT,-4.598094,614,48
TE-441-T,Daporinad,NAMPT,-5.047139,910,48
MKN7,Daporinad,NAMPT,-3.464002,498,48
MDA-MB-157,Daporinad,NAMPT,-4.599352,467,48
MMAc-SF,Daporinad,NAMPT,-3.133159,503,48
MKN45,Daporinad,NAMPT,-5.105199,497,48
NCI-H810,Daporinad,NAMPT,-6.293767,656,48
MFH-ino,Daporinad,NAMPT,-4.277691,486,48
PANC-03-27,Daporinad,NAMPT,-4.28985,721,48
PANC-10-05,Daporinad,NAMPT,-3.554526,724,48
RO82-W-1,Daporinad,NAMPT,-3.047053,767,48
SKG-IIIa,Daporinad,NAMPT,-3.521974,829,48
TE-9,Daporinad,NAMPT,-4.509079,914,48
TC-YIK,Daporinad,NAMPT,-5.661679,902,48
YT,Daporinad,NAMPT,-5.404152,963,48
D-263MG,Daporinad,NAMPT,-6.055219,148,48
D-423MG,Daporinad,NAMPT,-4.729097,152,48
D-566MG,Daporinad,NAMPT,-4.008505,155,48
CAMA-1,Daporinad,NAMPT,-3.397561,91,48
CTB-1,Daporinad,NAMPT,-6.054703,135,48
M059J,Daporinad,NAMPT,-4.431041,462,48
ES8,Daporinad,NAMPT,-6.349506,202,48
ES6,Daporinad,NAMPT,-6.204895,200,48
EW-7,Daporinad,NAMPT,-5.879312,217,48
EW-3,Daporinad,NAMPT,-6.000938,216,48
EW-12,Daporinad,NAMPT,-4.612717,210,48
EW-22,Daporinad,NAMPT,-6.163393,214,48
EW-24,Daporinad,NAMPT,-4.453983,215,48
LAN-6,Daporinad,NAMPT,-3.314477,425,48
NB12,Daporinad,NAMPT,-5.040076,531,48
NB7,Daporinad,NAMPT,-4.744714,539,48
NB17,Daporinad,NAMPT,-5.024124,534,48
NB5,Daporinad,NAMPT,-5.180219,536,48
LS-180,Daporinad,NAMPT,-4.60552,451,48
BICR22,Daporinad,NAMPT,-3.283502,57,48
BICR78,Daporinad,NAMPT,-4.048079,59,48
CCK-81,Daporinad,NAMPT,-3.316845,95,48
COLO-783,Daporinad,NAMPT,-2.96224,116,48
EN,Daporinad,NAMPT,-5.974908,194,48
NCI-H2803,Daporinad,NAMPT,-4.088671,621,48
NCI-H2804,Daporinad,NAMPT,-2.525679,622,48
NCI-H2810,Daporinad,NAMPT,-3.195926,623,48
NCI-H2869,Daporinad,NAMPT,-1.138587,625,48
NCI-H290,Daporinad,NAMPT,-4.4205,626,48
HARA,Daporinad,NAMPT,-5.955953,249,48
HCC-366,Daporinad,NAMPT,-3.605741,253,48
HCC-44,Daporinad,NAMPT,-3.463137,254,48
Hs-633T,Daporinad,NAMPT,-5.032906,312,48
IGR-37,Daporinad,NAMPT,-3.345799,327,48
IHH-4,Daporinad,NAMPT,-5.191772,329,48
JHH-7,Daporinad,NAMPT,-4.670624,346,48
JHU-011,Daporinad,NAMPT,-3.446949,350,48
JHU-022,Daporinad,NAMPT,-3.035469,351,48
KYM-1,Daporinad,NAMPT,-5.486185,408,48
KYSE-220,Daporinad,NAMPT,-5.865445,412,48
LNZTA3WT4,Daporinad,NAMPT,-4.604537,444,48
NCI-H211,Daporinad,NAMPT,-6.311937,593,48
NCI-H647,Daporinad,NAMPT,-1.71786,645,48
NCI-H841,Daporinad,NAMPT,-3.625155,660,48
OV-90,Daporinad,NAMPT,-4.245294,701,48
OVKATE,Daporinad,NAMPT,-2.311009,710,48
OVMIU,Daporinad,NAMPT,-3.111137,711,48
PCI-15A,Daporinad,NAMPT,-4.265991,728,48
PCI-6A,Daporinad,NAMPT,-5.041359,731,48
SKN,Daporinad,NAMPT,-3.402258,831,48
SW156,Daporinad,NAMPT,-3.128568,876,48
VMRC-RCW,Daporinad,NAMPT,-3.453894,949,48
OCI-AML3,Daporinad,NAMPT,-6.387932,682,48
BICR31,Daporinad,NAMPT,-2.590126,58,48
CHSA0011,Daporinad,NAMPT,-2.921416,104,48
CHSA0108,Daporinad,NAMPT,-2.904233,105,48
CS1,Daporinad,NAMPT,-6.387754,134,48
G-292-Clone-A141B1,Daporinad,NAMPT,-3.892093,225,48
NCI-H2461,Daporinad,NAMPT,-3.471197,613,48
NCI-H2795,Daporinad,NAMPT,-3.576677,619,48
NCI-H2818,Daporinad,NAMPT,-3.12083,624,48
HCC-78,Daporinad,NAMPT,-4.730884,255,48
COR-L303,Daporinad,NAMPT,-3.846485,124,48
COR-L95,Daporinad,NAMPT,-4.77355,129,48
Farage,Daporinad,NAMPT,-3.767268,224,48
JHU-029,Daporinad,NAMPT,-3.870892,352,48
KMH-2,Daporinad,NAMPT,-5.17068,383,48
KMRC-1,Daporinad,NAMPT,-3.389656,385,48
KP-3,Daporinad,NAMPT,-4.528882,397,48
NCI-H2110,Daporinad,NAMPT,-1.760947,594,48
NCI-H2172,Daporinad,NAMPT,-2.422818,600,48
OCUM-1,Daporinad,NAMPT,-4.778025,688,48
PANC-02-03,Daporinad,NAMPT,-4.529506,720,48
PANC-04-03,Daporinad,NAMPT,-2.142333,722,48
PCI-30,Daporinad,NAMPT,-4.863278,729,48
PCI-4B,Daporinad,NAMPT,-3.916236,730,48
QGP-1,Daporinad,NAMPT,-4.495814,740,48
STS-0421,Daporinad,NAMPT,-3.721981,855,48
SW1271,Daporinad,NAMPT,-3.444701,872,48
T-T,Daporinad,NAMPT,-5.034523,895,48
TMK-1,Daporinad,NAMPT,-2.500128,922,48
WM1552C,Daporinad,NAMPT,-3.480128,953,48
HCC-33,Daporinad,NAMPT,-5.632816,252,48
YMB-1-E,Daporinad,NAMPT,-2.343792,962,48
COR-L32,Daporinad,NAMPT,-3.3099,126,48
COR-L321,Daporinad,NAMPT,-4.578706,127,48
HSC-39,Daporinad,NAMPT,-6.68264,295,48
NB4,Daporinad,NAMPT,-5.523486,535,48
KARPAS-1106P,Daporinad,NAMPT,-5.847716,366,48
KARPAS-620,Daporinad,NAMPT,-4.544941,371,48
L-1236,Daporinad,NAMPT,-4.050756,420,48
ME-1,Daporinad,NAMPT,-4.546121,477,48
MOLM-16,Daporinad,NAMPT,-5.261861,508,48
NK-92MI,Daporinad,NAMPT,-5.305419,666,48
PL-21,Daporinad,NAMPT,-2.033564,736,48
ROS-50,Daporinad,NAMPT,-4.708572,768,48
SLVL,Daporinad,NAMPT,-4.701298,833,48
SU-DHL-16,Daporinad,NAMPT,-5.353131,858,48
SU-DHL-6,Daporinad,NAMPT,-6.108172,861,48
VAL,Daporinad,NAMPT,-6.564633,945,48
WIL2-NS,Daporinad,NAMPT,-6.853018,951,48
WSU-DLCL2,Daporinad,NAMPT,-6.215009,957,48
NCI-H740,Daporinad,NAMPT,-4.995586,653,48
DOV13,Daporinad,NAMPT,-5.267722,170,48
JHOS-2,Daporinad,NAMPT,-3.701129,347,48
OV-17R,Daporinad,NAMPT,-4.728359,698,48
PEO1,Daporinad,NAMPT,-3.783174,733,48
FLO-1,Daporinad,NAMPT,-5.847099,220,48
SK-GT-4,Daporinad,NAMPT,-4.389604,807,48
